0.232355 0.242796 0.227324 0.244449 0.221641 0.992834 0.235984 0.233658 0.725295 0.474625 0.551068 0.00015674 0.368832 0.531602 0.999652 0.991764 0.75321 0.00141922 	0.244828 0.267571 0.250348 0.271689 0.326961 0.993665 0.198079 0.168086 0.726733 0.45467 0.609016 0.000303789 0.383889 0.607181 0.999625 0.980969 0.728701 0.00169001 	0.277258 0.287745 0.275566 0.29212 0.401408 0.993868 0.223913 0.150778 0.697666 0.461303 0.558288 0.000205768 0.394991 0.587062 0.999692 0.992686 0.733669 0.0021681 		0.290686
0.244828 0.267571 0.250348 0.271689 0.326961 0.993665 0.198079 0.168086 0.726733 0.45467 0.609016 0.000303789 0.383889 0.607181 0.999625 0.980969 0.728701 0.00169001 	0.277258 0.287745 0.275566 0.29212 0.401408 0.993868 0.223913 0.150778 0.697666 0.461303 0.558288 0.000205768 0.394991 0.587062 0.999692 0.992686 0.733669 0.0021681 	0.293652 0.301548 0.295667 0.290686 0.450045 0.992846 0.114232 0.128063 0.701045 0.411489 0.600907 0.000641074 0.407808 0.692749 0.999708 0.988111 0.738506 0.00156439 		0.308608
0.277258 0.287745 0.275566 0.29212 0.401408 0.993868 0.223913 0.150778 0.697666 0.461303 0.558288 0.000205768 0.394991 0.587062 0.999692 0.992686 0.733669 0.0021681 	0.293652 0.301548 0.295667 0.290686 0.450045 0.992846 0.114232 0.128063 0.701045 0.411489 0.600907 0.000641074 0.407808 0.692749 0.999708 0.988111 0.738506 0.00156439 	0.292582 0.304733 0.276297 0.308608 0.42989 0.993574 0.185229 0.155982 0.696469 0.537012 0.530668 0.000123554 0.381045 0.536315 0.999574 0.99606 0.666282 0.00215252 		0.300005
0.293652 0.301548 0.295667 0.290686 0.450045 0.992846 0.114232 0.128063 0.701045 0.411489 0.600907 0.000641074 0.407808 0.692749 0.999708 0.988111 0.738506 0.00156439 	0.292582 0.304733 0.276297 0.308608 0.42989 0.993574 0.185229 0.155982 0.696469 0.537012 0.530668 0.000123554 0.381045 0.536315 0.999574 0.99606 0.666282 0.00215252 	0.309332 0.318536 0.308458 0.300005 0.373638 0.99521 0.198164 0.13339 0.685628 0.557792 0.514877 0.000114036 0.373221 0.524855 0.999599 0.997376 0.642226 0.00259755 		0.275274
0.292582 0.304733 0.276297 0.308608 0.42989 0.993574 0.185229 0.155982 0.696469 0.537012 0.530668 0.000123554 0.381045 0.536315 0.999574 0.99606 0.666282 0.00215252 	0.309332 0.318536 0.308458 0.300005 0.373638 0.99521 0.198164 0.13339 0.685628 0.557792 0.514877 0.000114036 0.373221 0.524855 0.999599 0.997376 0.642226 0.00259755 	0.29187 0.308626 0.283606 0.275274 0.381494 0.99465 0.191292 0.127997 0.671994 0.532717 0.515637 0.000192916 0.3693 0.581492 0.99964 0.998089 0.673483 0.0025177 		0.24194
0.309332 0.318536 0.308458 0.300005 0.373638 0.99521 0.198164 0.13339 0.685628 0.557792 0.514877 0.000114036 0.373221 0.524855 0.999599 0.997376 0.642226 0.00259755 	0.29187 0.308626 0.283606 0.275274 0.381494 0.99465 0.191292 0.127997 0.671994 0.532717 0.515637 0.000192916 0.3693 0.581492 0.99964 0.998089 0.673483 0.0025177 	0.276189 0.278188 0.23646 0.24194 0.419021 0.996169 0.190372 0.165532 0.666965 0.503022 0.629724 0.000366046 0.342078 0.667091 0.999789 0.996883 0.752574 0.00249343 		0.284234
0.29187 0.308626 0.283606 0.275274 0.381494 0.99465 0.191292 0.127997 0.671994 0.532717 0.515637 0.000192916 0.3693 0.581492 0.99964 0.998089 0.673483 0.0025177 	0.276189 0.278188 0.23646 0.24194 0.419021 0.996169 0.190372 0.165532 0.666965 0.503022 0.629724 0.000366046 0.342078 0.667091 0.999789 0.996883 0.752574 0.00249343 	0.250174 0.278896 0.258754 0.284234 0.351432 0.995501 0.198162 0.166216 0.700221 0.480758 0.565799 0.000666088 0.372649 0.708967 0.99964 0.995173 0.760349 0.0023936 		0.331189
0.276189 0.278188 0.23646 0.24194 0.419021 0.996169 0.190372 0.165532 0.666965 0.503022 0.629724 0.000366046 0.342078 0.667091 0.999789 0.996883 0.752574 0.00249343 	0.250174 0.278896 0.258754 0.284234 0.351432 0.995501 0.198162 0.166216 0.700221 0.480758 0.565799 0.000666088 0.372649 0.708967 0.99964 0.995173 0.760349 0.0023936 	0.285811 0.326677 0.294205 0.331189 0.358712 0.995999 0.192637 0.113838 0.65989 0.563651 0.48798 0.000296037 0.389172 0.624755 0.999623 0.999049 0.724195 0.00409993 		0.325095
0.250174 0.278896 0.258754 0.284234 0.351432 0.995501 0.198162 0.166216 0.700221 0.480758 0.565799 0.000666088 0.372649 0.708967 0.99964 0.995173 0.760349 0.0023936 	0.285811 0.326677 0.294205 0.331189 0.358712 0.995999 0.192637 0.113838 0.65989 0.563651 0.48798 0.000296037 0.389172 0.624755 0.999623 0.999049 0.724195 0.00409993 	0.357799 0.35853 0.318692 0.325095 0.497998 0.997092 0.263108 0.140733 0.67172 0.626206 0.539293 0.000185698 0.370571 0.61825 0.999628 0.99923 0.71946 0.00715663 		0.325095
0.285811 0.326677 0.294205 0.331189 0.358712 0.995999 0.192637 0.113838 0.65989 0.563651 0.48798 0.000296037 0.389172 0.624755 0.999623 0.999049 0.724195 0.00409993 	0.357799 0.35853 0.318692 0.325095 0.497998 0.997092 0.263108 0.140733 0.67172 0.626206 0.539293 0.000185698 0.370571 0.61825 0.999628 0.99923 0.71946 0.00715663 	0.326794 0.334463 0.327097 0.325095 0.26654 0.997398 0.199311 0.156771 0.68848 0.592495 0.470121 0.000158692 0.375578 0.603856 0.99965 0.999153 0.662853 0.0040564 		0.358788
0.357799 0.35853 0.318692 0.325095 0.497998 0.997092 0.263108 0.140733 0.67172 0.626206 0.539293 0.000185698 0.370571 0.61825 0.999628 0.99923 0.71946 0.00715663 	0.326794 0.334463 0.327097 0.325095 0.26654 0.997398 0.199311 0.156771 0.68848 0.592495 0.470121 0.000158692 0.375578 0.603856 0.99965 0.999153 0.662853 0.0040564 	0.328576 0.354991 0.339523 0.358788 0.292651 0.99609 0.191952 0.14319 0.659989 0.664853 0.544158 0.000168314 0.396303 0.566739 0.9995 0.99954 0.749128 0.0057237 		0.399649
0.326794 0.334463 0.327097 0.325095 0.26654 0.997398 0.199311 0.156771 0.68848 0.592495 0.470121 0.000158692 0.375578 0.603856 0.99965 0.999153 0.662853 0.0040564 	0.328576 0.354991 0.339523 0.358788 0.292651 0.99609 0.191952 0.14319 0.659989 0.664853 0.544158 0.000168314 0.396303 0.566739 0.9995 0.99954 0.749128 0.0057237 	0.369915 0.408081 0.377898 0.399649 0.621535 0.990861 0.243192 0.0497352 0.602097 0.620306 0.394086 0.0002795 0.447893 0.560456 0.99933 0.999842 0.781573 0.00740776 		0.390688
0.328576 0.354991 0.339523 0.358788 0.292651 0.99609 0.191952 0.14319 0.659989 0.664853 0.544158 0.000168314 0.396303 0.566739 0.9995 0.99954 0.749128 0.0057237 	0.369915 0.408081 0.377898 0.399649 0.621535 0.990861 0.243192 0.0497352 0.602097 0.620306 0.394086 0.0002795 0.447893 0.560456 0.99933 0.999842 0.781573 0.00740776 	0.391654 0.398524 0.386304 0.390688 0.318838 0.998445 0.218755 0.126799 0.696417 0.679781 0.553638 0.000208042 0.373412 0.679153 0.999586 0.999122 0.60948 0.0115241 		0.39033
0.369915 0.408081 0.377898 0.399649 0.621535 0.990861 0.243192 0.0497352 0.602097 0.620306 0.394086 0.0002795 0.447893 0.560456 0.99933 0.999842 0.781573 0.00740776 	0.391654 0.398524 0.386304 0.390688 0.318838 0.998445 0.218755 0.126799 0.696417 0.679781 0.553638 0.000208042 0.373412 0.679153 0.999586 0.999122 0.60948 0.0115241 	0.384527 0.392154 0.391055 0.39033 0.339787 0.999003 0.279216 0.112444 0.666122 0.672104 0.572766 0.000305582 0.371524 0.705815 0.999732 0.999508 0.683186 0.0136409 		0.361655
0.391654 0.398524 0.386304 0.390688 0.318838 0.998445 0.218755 0.126799 0.696417 0.679781 0.553638 0.000208042 0.373412 0.679153 0.999586 0.999122 0.60948 0.0115241 	0.384527 0.392154 0.391055 0.39033 0.339787 0.999003 0.279216 0.112444 0.666122 0.672104 0.572766 0.000305582 0.371524 0.705815 0.999732 0.999508 0.683186 0.0136409 	0.394149 0.389322 0.370954 0.361655 0.243612 0.998418 0.188321 0.163907 0.673304 0.682666 0.604794 0.000268859 0.355593 0.697814 0.999663 0.999533 0.647373 0.010409 		0.352336
0.384527 0.392154 0.391055 0.39033 0.339787 0.999003 0.279216 0.112444 0.666122 0.672104 0.572766 0.000305582 0.371524 0.705815 0.999732 0.999508 0.683186 0.0136409 	0.394149 0.389322 0.370954 0.361655 0.243612 0.998418 0.188321 0.163907 0.673304 0.682666 0.604794 0.000268859 0.355593 0.697814 0.999663 0.999533 0.647373 0.010409 	0.358511 0.404541 0.360721 0.352336 0.416559 0.997204 0.198369 0.076092 0.59647 0.625328 0.4804 0.0004683 0.403355 0.69653 0.999655 0.999905 0.779926 0.0115194 		0.348393
0.394149 0.389322 0.370954 0.361655 0.243612 0.998418 0.188321 0.163907 0.673304 0.682666 0.604794 0.000268859 0.355593 0.697814 0.999663 0.999533 0.647373 0.010409 	0.358511 0.404541 0.360721 0.352336 0.416559 0.997204 0.198369 0.076092 0.59647 0.625328 0.4804 0.0004683 0.403355 0.69653 0.999655 0.999905 0.779926 0.0115194 	0.353166 0.353222 0.34062 0.348393 0.273709 0.99774 0.142292 0.132683 0.665243 0.683758 0.541214 0.000481443 0.360263 0.697126 0.999618 0.999792 0.703334 0.00928657 		0.345884
0.358511 0.404541 0.360721 0.352336 0.416559 0.997204 0.198369 0.076092 0.59647 0.625328 0.4804 0.0004683 0.403355 0.69653 0.999655 0.999905 0.779926 0.0115194 	0.353166 0.353222 0.34062 0.348393 0.273709 0.99774 0.142292 0.132683 0.665243 0.683758 0.541214 0.000481443 0.360263 0.697126 0.999618 0.999792 0.703334 0.00928657 	0.34782 0.351806 0.349757 0.345884 0.188889 0.998869 0.202377 0.148947 0.658569 0.706613 0.618527 0.00057339 0.339556 0.764292 0.999759 0.999806 0.726801 0.0218679 		0.343017
0.353166 0.353222 0.34062 0.348393 0.273709 0.99774 0.142292 0.132683 0.665243 0.683758 0.541214 0.000481443 0.360263 0.697126 0.999618 0.999792 0.703334 0.00928657 	0.34782 0.351806 0.349757 0.345884 0.188889 0.998869 0.202377 0.148947 0.658569 0.706613 0.618527 0.00057339 0.339556 0.764292 0.999759 0.999806 0.726801 0.0218679 	0.348889 0.350744 0.341716 0.343017 0.187538 0.998649 0.229814 0.174474 0.672829 0.755572 0.531506 0.000253922 0.327551 0.676704 0.999588 0.999874 0.694458 0.0173787 		0.37886
0.34782 0.351806 0.349757 0.345884 0.188889 0.998869 0.202377 0.148947 0.658569 0.706613 0.618527 0.00057339 0.339556 0.764292 0.999759 0.999806 0.726801 0.0218679 	0.348889 0.350744 0.341716 0.343017 0.187538 0.998649 0.229814 0.174474 0.672829 0.755572 0.531506 0.000253922 0.327551 0.676704 0.999588 0.999874 0.694458 0.0173787 	0.343544 0.373042 0.346833 0.37886 0.259181 0.998921 0.184263 0.16446 0.665216 0.761415 0.459653 0.000261914 0.331719 0.681682 0.999656 0.999937 0.601196 0.0171755 		0.39033
0.348889 0.350744 0.341716 0.343017 0.187538 0.998649 0.229814 0.174474 0.672829 0.755572 0.531506 0.000253922 0.327551 0.676704 0.999588 0.999874 0.694458 0.0173787 	0.343544 0.373042 0.346833 0.37886 0.259181 0.998921 0.184263 0.16446 0.665216 0.761415 0.459653 0.000261914 0.331719 0.681682 0.999656 0.999937 0.601196 0.0171755 	0.383814 0.390384 0.393979 0.39033 0.259483 0.998885 0.216473 0.189193 0.627248 0.691022 0.586206 0.000214797 0.366971 0.708944 0.999834 0.999889 0.702514 0.0142969 		0.259144
0.343544 0.373042 0.346833 0.37886 0.259181 0.998921 0.184263 0.16446 0.665216 0.761415 0.459653 0.000261914 0.331719 0.681682 0.999656 0.999937 0.601196 0.0171755 	0.383814 0.390384 0.393979 0.39033 0.259483 0.998885 0.216473 0.189193 0.627248 0.691022 0.586206 0.000214797 0.366971 0.708944 0.999834 0.999889 0.702514 0.0142969 	0.321805 0.324553 0.270815 0.259144 0.251909 0.998452 0.157036 0.234026 0.693703 0.656241 0.523363 0.000353279 0.31375 0.69629 0.999696 0.999625 0.678468 0.00596547 		0.30298
0.383814 0.390384 0.393979 0.39033 0.259483 0.998885 0.216473 0.189193 0.627248 0.691022 0.586206 0.000214797 0.366971 0.708944 0.999834 0.999889 0.702514 0.0142969 	0.321805 0.324553 0.270815 0.259144 0.251909 0.998452 0.157036 0.234026 0.693703 0.656241 0.523363 0.000353279 0.31375 0.69629 0.999696 0.999625 0.678468 0.00596547 	0.277802 0.307438 0.28596 0.30298 0.339004 0.998361 0.143124 0.181371 0.675187 0.670253 0.55713 0.000727516 0.337504 0.751801 0.999667 0.999752 0.752944 0.00918049 		0.359133
0.321805 0.324553 0.270815 0.259144 0.251909 0.998452 0.157036 0.234026 0.693703 0.656241 0.523363 0.000353279 0.31375 0.69629 0.999696 0.999625 0.678468 0.00596547 	0.277802 0.307438 0.28596 0.30298 0.339004 0.998361 0.143124 0.181371 0.675187 0.670253 0.55713 0.000727516 0.337504 0.751801 0.999667 0.999752 0.752944 0.00918049 	0.308059 0.358236 0.318836 0.359133 0.274846 0.998495 0.220255 0.19798 0.699057 0.719973 0.452859 0.000198487 0.344166 0.65582 0.999547 0.999797 0.618095 0.0104844 		0.361307
0.277802 0.307438 0.28596 0.30298 0.339004 0.998361 0.143124 0.181371 0.675187 0.670253 0.55713 0.000727516 0.337504 0.751801 0.999667 0.999752 0.752944 0.00918049 	0.308059 0.358236 0.318836 0.359133 0.274846 0.998495 0.220255 0.19798 0.699057 0.719973 0.452859 0.000198487 0.344166 0.65582 0.999547 0.999797 0.618095 0.0104844 	0.361729 0.362528 0.35947 0.361307 0.193912 0.998027 0.171888 0.206022 0.690777 0.729921 0.497474 0.00018851 0.360564 0.628487 0.999455 0.999808 0.654199 0.00838787 		0.367465
0.308059 0.358236 0.318836 0.359133 0.274846 0.998495 0.220255 0.19798 0.699057 0.719973 0.452859 0.000198487 0.344166 0.65582 0.999547 0.999797 0.618095 0.0104844 	0.361729 0.362528 0.35947 0.361307 0.193912 0.998027 0.171888 0.206022 0.690777 0.729921 0.497474 0.00018851 0.360564 0.628487 0.999455 0.999808 0.654199 0.00838787 	0.370734 0.378626 0.370182 0.367465 0.18988 0.99808 0.118371 0.173738 0.690189 0.693799 0.564301 0.000614989 0.368418 0.740045 0.999516 0.999713 0.697394 0.00916688 		0.379783
0.361729 0.362528 0.35947 0.361307 0.193912 0.998027 0.171888 0.206022 0.690777 0.729921 0.497474 0.00018851 0.360564 0.628487 0.999455 0.999808 0.654199 0.00838787 	0.370734 0.378626 0.370182 0.367465 0.18988 0.99808 0.118371 0.173738 0.690189 0.693799 0.564301 0.000614989 0.368418 0.740045 0.999516 0.999713 0.697394 0.00916688 	0.375056 0.373976 0.374615 0.379783 0.170498 0.998006 0.178002 0.173168 0.65322 0.741136 0.565889 0.000278052 0.35792 0.669404 0.999587 0.999878 0.675855 0.0117722 		0.366741
0.370734 0.378626 0.370182 0.367465 0.18988 0.99808 0.118371 0.173738 0.690189 0.693799 0.564301 0.000614989 0.368418 0.740045 0.999516 0.999713 0.697394 0.00916688 	0.375056 0.373976 0.374615 0.379783 0.170498 0.998006 0.178002 0.173168 0.65322 0.741136 0.565889 0.000278052 0.35792 0.669404 0.999587 0.999878 0.675855 0.0117722 	0.38298 0.37648 0.353929 0.366741 0.242608 0.99844 0.0808528 0.153258 0.664402 0.697538 0.620977 0.000992889 0.371765 0.779005 0.999607 0.999799 0.713626 0.0090293 		0.346091
0.375056 0.373976 0.374615 0.379783 0.170498 0.998006 0.178002 0.173168 0.65322 0.741136 0.565889 0.000278052 0.35792 0.669404 0.999587 0.999878 0.675855 0.0117722 	0.38298 0.37648 0.353929 0.366741 0.242608 0.99844 0.0808528 0.153258 0.664402 0.697538 0.620977 0.000992889 0.371765 0.779005 0.999607 0.999799 0.713626 0.0090293 	0.357406 0.363244 0.355037 0.346091 0.18656 0.998465 0.158222 0.167376 0.641976 0.750371 0.531396 0.00017549 0.333119 0.624393 0.999574 0.999905 0.628238 0.00910473 		0.332687
